"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF",2022-07-14,93.5,-2.35,5.96,"Judge, Aaron",592450,656546,"","swinging_strike",NA,NA,NA,NA,1,"Aaron Judge homers (31) on a fly ball to center field.","R","R","R","NYY","CIN","S",NA,"",2,0,2022,-1.04,1.43,-0.38,3.47,NA,NA,NA,0,8,"Bot",NA,NA,NA,NA,663886,NA,NA,7.38631667634897,-135.954360703625,-3.85923965370739,-14.4645042788502,28.0764281523127,-13.7558553996138,3.94,1.92,NA,NA,NA,93.9,2454,6.4,661261,656546,663886,458015,663697,592273,571657,502054,669222,656413,54.06,NA,NA,NA,NA,NA,NA,NA,63,3,"4-Seam Fastball",1,4,1,4,4,1,1,4,"Strategic","Standard",214,0,-0.056
"FF",2022-07-14,95.1,-2.38,5.97,"Judge, Aaron",592450,656546,"","ball",NA,NA,NA,NA,14,"Aaron Judge homers (31) on a fly ball to center field.","R","R","R","NYY","CIN","B",NA,"",1,0,2022,-0.87,1.57,1.1,2.46,NA,NA,NA,0,8,"Bot",NA,NA,NA,NA,663886,NA,NA,11.0942547432457,-138.015507078354,-7.09608483333774,-13.5378929173798,28.6717468871298,-10.6032462478037,3.94,1.82,NA,NA,NA,95.4,2444,6.5,661261,656546,663886,458015,663697,592273,571657,502054,669222,656413,54.01,NA,NA,NA,NA,NA,NA,NA,63,2,"4-Seam Fastball",1,4,1,4,4,1,1,4,"Strategic","Standard",212,0,0.063
"FF",2022-07-14,94,-2.36,6.06,"Judge, Aaron",592450,656546,"","ball",NA,NA,NA,NA,12,"Aaron Judge homers (31) on a fly ball to center field.","R","R","R","NYY","CIN","B",NA,"",0,0,2022,-0.41,1.39,1.06,3.7,NA,NA,NA,0,8,"Bot",NA,NA,NA,NA,663886,NA,NA,9.72344178735358,-136.566487778523,-3.45585494572485,-7.27157224365046,29.2627758919778,-14.204160348399,3.9,1.92,NA,NA,NA,93.6,2508,6.1,661261,656546,663886,458015,663697,592273,571657,502054,669222,656413,54.4,NA,NA,NA,NA,NA,NA,NA,63,1,"4-Seam Fastball",1,4,1,4,4,1,1,4,"Standard","Standard",213,0,0.033
"FF",2022-07-13,89.5,0.87,5.69,"Judge, Aaron",592450,501985,"walk","ball",NA,NA,NA,NA,12,"Aaron Judge walks.","R","R","L","NYY","CIN","B",NA,"",3,1,2022,0.57,1.1,1.62,3.32,NA,NA,NA,2,4,"Bot",NA,NA,NA,NA,663886,NA,NA,0.646902908251746,-130.368204593459,-2.18850623314072,6.33261919205205,26.601919662106,-19.3879997701377,3.95,1.94,NA,NA,NA,88.7,2411,5.7,661269,501985,663886,458015,663697,592273,571657,502054,656413,571980,54.83,NA,NA,0.7,1,0,0,NA,38,5,"4-Seam Fastball",5,4,5,4,4,5,5,4,"Infield shift","Strategic",148,0.011,0.065
"CH",2022-07-13,82.6,0.81,5.57,"Judge, Aaron",592450,501985,"","ball",NA,NA,NA,NA,3,"Aaron Judge walks.","R","R","L","NYY","CIN","B",NA,"",2,1,2022,1.39,0.81,0.57,3.64,NA,NA,NA,2,4,"Bot",NA,NA,NA,NA,663886,NA,NA,-3.15831616734581,-120.22286203295,0.501872152391736,14.127394533997,23.1427161424717,-24.651491342816,3.82,1.8,NA,NA,NA,80.9,2154,5.1,661269,501985,663886,458015,663697,592273,571657,502054,656413,571980,55.37,NA,NA,NA,NA,NA,NA,NA,38,4,"Changeup",5,4,5,4,4,5,5,4,"Standard","Standard",122,0,0.039
"CH",2022-07-13,84.5,0.78,5.58,"Judge, Aaron",592450,501985,"","ball",NA,NA,NA,NA,13,"Aaron Judge walks.","R","R","L","NYY","CIN","B",NA,"",1,1,2022,1.31,0.86,-1.17,0.07,NA,NA,NA,2,4,"Bot",NA,NA,NA,NA,663886,NA,NA,-7.01739617417689,-122.674843585565,-8.07977025361131,14.6056588204113,23.3648136808973,-22.050539821517,3.95,1.91,NA,NA,NA,83.3,2123,5.5,661269,501985,663886,458015,663697,592273,571657,502054,656413,571980,54.96,NA,NA,NA,NA,NA,NA,NA,38,3,"Changeup",5,4,5,4,4,5,5,4,"Standard","Standard",123,0,0.021
"SL",2022-07-13,86.4,0.74,5.72,"Judge, Aaron",592450,501985,"","ball",NA,NA,NA,NA,14,"Aaron Judge walks.","R","R","L","NYY","CIN","B",NA,"",0,1,2022,-0.12,0.26,1.32,2,NA,NA,NA,2,4,"Bot",NA,NA,NA,NA,663886,NA,NA,1.60506212771008,-125.946012839498,-3.19729614399031,-1.60409198083765,23.7897426966459,-29.0352583948305,3.95,1.91,NA,NA,NA,85.7,2616,5.6,661269,501985,663886,458015,663697,592273,571657,502054,656413,571980,54.92,NA,NA,NA,NA,NA,NA,NA,38,2,"Slider",5,4,5,4,4,5,5,4,"Standard","Standard",176,0,0.011
"FF",2022-07-13,90.4,0.79,5.71,"Judge, Aaron",592450,501985,"","called_strike",NA,NA,NA,NA,9,"Aaron Judge walks.","R","R","L","NYY","CIN","S",NA,"",0,0,2022,0.31,1.26,0.4,2.43,NA,NA,NA,2,4,"Bot",NA,NA,NA,NA,663886,NA,NA,-1.60373201459433,-131.635064369313,-4.91541716851053,3.90781036634506,26.170953191204,-16.6595150670871,3.95,1.94,NA,NA,NA,89.8,2460,5.8,661269,501985,663886,458015,663697,592273,571657,502054,656413,571980,54.75,NA,NA,NA,NA,NA,NA,NA,38,1,"4-Seam Fastball",5,4,5,4,4,5,5,4,"Standard","Standard",145,0,-0.017
"CH",2022-07-13,85.6,0.84,5.66,"Judge, Aaron",592450,501985,"strikeout","called_strike",NA,NA,NA,NA,11,"Aaron Judge called out on strikes.","R","R","L","NYY","CIN","S",2,"",1,2,2022,1.55,0.66,-0.98,3.17,608336,NA,518934,0,3,"Bot",NA,NA,NA,NA,663886,NA,NA,-7.299049328259,-124.516305777705,-0.955624594196532,17.5686720620462,23.8732612923131,-25.2990981856493,3.95,1.91,NA,NA,NA,84.5,2109,5.5,661269,501985,663886,458015,663697,592273,571657,502054,656413,571980,54.99,NA,NA,0,1,0,0,NA,26,5,"Changeup",0,4,0,4,4,0,0,4,"Standard","Standard",124,-0.058,-0.407
"FF",2022-07-13,91.6,0.75,5.77,"Judge, Aaron",592450,501985,"","foul",NA,NA,NA,NA,13,"Aaron Judge called out on strikes.","R","R","L","NYY","CIN","S",NA,"",1,2,2022,0.4,1.3,-1.6,2.93,608336,NA,518934,0,3,"Bot",NA,NA,NA,NA,663886,NA,NA,-6.71617750598217,-133.323492125963,-4.07295127362422,6.24531157825555,28.0841302506357,-15.9632542191568,3.95,1.93,45,98.1,-1,90.6,2522,5.6,661269,501985,663886,458015,663697,592273,571657,502054,656413,571980,54.87,NA,NA,NA,NA,NA,NA,NA,26,4,"4-Seam Fastball",0,4,0,4,4,0,0,4,"Standard","Standard",147,0,0
"SL",2022-07-13,87,0.68,5.76,"Judge, Aaron",592450,501985,"","blocked_ball",NA,NA,NA,NA,13,"Aaron Judge called out on strikes.","R","R","L","NYY","CIN","B",NA,"",0,2,2022,-0.38,0.32,-2.02,0.67,608336,NA,518934,0,3,"Bot",NA,NA,NA,NA,663886,NA,NA,-5.65194052467715,-126.568103299893,-6.66131729366917,-3.06279910514993,23.1748119791148,-27.7092249352171,3.95,1.91,NA,NA,NA,86.5,2641,5.7,661269,501985,663886,458015,663697,592273,571657,502054,656413,571980,54.76,NA,NA,NA,NA,NA,NA,NA,26,3,"Slider",0,4,0,4,4,0,0,4,"Standard","Standard",180,0,0.033
"SL",2022-07-13,86.5,0.95,5.79,"Judge, Aaron",592450,501985,"","foul",NA,NA,NA,NA,8,"Aaron Judge called out on strikes.","R","R","L","NYY","CIN","S",NA,"",0,1,2022,-0.18,0.26,0.26,1.85,608336,NA,518934,0,3,"Bot",NA,NA,NA,NA,663886,NA,NA,-1.26938857223645,-126.082999920225,-3.74013784487524,-1.70241870414304,24.1233887396494,-28.9080087187759,3.95,1.93,224,86,19,85.8,2670,5.6,661269,501985,663886,458015,663697,592273,571657,502054,656413,571980,54.87,NA,NA,NA,NA,NA,NA,NA,26,2,"Slider",0,4,0,4,4,0,0,4,"Standard","Standard",203,0,-0.103
"SL",2022-07-13,87.1,0.79,5.78,"Judge, Aaron",592450,501985,"","swinging_strike",NA,NA,NA,NA,13,"Aaron Judge called out on strikes.","R","R","L","NYY","CIN","S",NA,"",0,0,2022,-0.24,0.44,-1.14,2.49,608336,NA,518934,0,3,"Bot",NA,NA,NA,NA,663886,NA,NA,-4.08468387986842,-126.798543483262,-2.64607953326461,-1.753733571962,24.8047430017285,-27.0911753276304,3.95,1.93,NA,NA,NA,85.9,2651,5.4,661269,501985,663886,458015,663697,592273,571657,502054,656413,571980,55.12,NA,NA,NA,NA,NA,NA,NA,26,1,"Slider",0,4,0,4,4,0,0,4,"Standard","Standard",173,0,-0.081
"SI",2022-07-13,96.7,-3.08,5.51,"Judge, Aaron",592450,669270,"field_out","hit_into_play",NA,NA,NA,NA,8,"Aaron Judge grounds out sharply, shortstop Kyle Farmer to first baseman Joey Votto.","R","R","R","NYY","CIN","X",6,"ground_ball",0,1,2022,-1.32,0.45,-0.04,2.1,NA,NA,NA,1,7,"Bot",98.49,143.7,NA,NA,663886,NA,NA,11.300349004393,-140.451872980176,-4.6489110209557,-19.9605737831696,29.7170181434382,-25.327337301156,3.95,1.93,11,102.7,-10,98.3,2229,7.1,661269,669270,663886,458015,663697,592273,571657,502054,656413,571980,53.36,0.271,0.244,0,1,0,0,2,61,2,"Sinker",5,6,5,6,6,5,5,6,"Standard","Standard",239,-0.035,-0.132
"SL",2022-07-13,87.2,-3.38,5.65,"Judge, Aaron",592450,669270,"","called_strike",NA,NA,NA,NA,8,"Aaron Judge grounds out sharply, shortstop Kyle Farmer to first baseman Joey Votto.","R","R","R","NYY","CIN","S",NA,"",0,0,2022,0.45,0.24,-0.16,2.44,NA,NA,NA,1,7,"Bot",NA,NA,NA,NA,663886,NA,NA,6.89733293958616,-126.80269119881,-2.04909622381679,3.38560173865924,26.299809478432,-29.3420815542647,3.95,1.94,NA,NA,NA,88,2243,6.8,661269,669270,663886,458015,663697,592273,571657,502054,656413,571980,53.66,NA,NA,NA,NA,NA,NA,NA,61,1,"Slider",5,6,5,6,6,5,5,6,"Standard","Standard",113,0,-0.024
"CH",2022-07-13,86.8,0.88,5.8,"Judge, Aaron",592450,501985,"strikeout","called_strike",NA,NA,NA,NA,4,"Aaron Judge called out on strikes.","R","R","L","NYY","CIN","S",2,"",3,2,2022,1.56,0.94,-0.48,2.89,NA,NA,518934,0,1,"Bot",NA,NA,NA,NA,663886,NA,NA,-6.36465731243518,-126.239415926208,-2.65683969511507,18.0259666272244,25.5295297107441,-21.8025458031429,3.95,1.89,NA,NA,NA,85.9,2210,5.7,661269,501985,663886,458015,663697,592273,571657,502054,656413,571980,54.79,NA,NA,0,1,0,0,NA,8,6,"Changeup",0,1,0,1,1,0,0,1,"Standard","Standard",127,-0.035,-0.482
"FF",2022-07-13,92.7,1.02,5.87,"Judge, Aaron",592450,501985,"","ball",NA,NA,NA,NA,11,"Aaron Judge called out on strikes.","R","R","L","NYY","CIN","B",NA,"",2,2,2022,0.41,1.19,-0.67,4.07,NA,NA,518934,0,1,"Bot",NA,NA,NA,NA,663886,NA,NA,-5.14935980872009,-135.026496324242,-1.45589634562001,6.07810022290588,25.661255540703,-17.382273623417,3.95,1.89,NA,NA,NA,92,2482,5.6,661269,501985,663886,458015,663697,592273,571657,502054,656413,571980,54.95,NA,NA,NA,NA,NA,NA,NA,8,5,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",148,0,0.146
"SL",2022-07-13,88.5,0.8,5.84,"Judge, Aaron",592450,501985,"","blocked_ball",NA,NA,NA,NA,13,"Aaron Judge called out on strikes.","R","R","L","NYY","CIN","B",NA,"",1,2,2022,-0.25,0.43,-2.14,0.51,NA,NA,518934,0,1,"Bot",NA,NA,NA,NA,663886,NA,NA,-6.58389887633487,-128.701537399778,-7.82881338672765,-1.66281361140487,23.2059960968291,-26.0536494206802,3.95,1.92,NA,NA,NA,88.1,2806,5.8,661269,501985,663886,458015,663697,592273,571657,502054,656413,571980,54.72,NA,NA,NA,NA,NA,NA,NA,8,4,"Slider",0,1,0,1,1,0,0,1,"Standard","Standard",170,0,0.084
"FF",2022-07-13,92.2,0.99,5.74,"Judge, Aaron",592450,501985,"","called_strike",NA,NA,NA,NA,8,"Aaron Judge called out on strikes.","R","R","L","NYY","CIN","S",NA,"",1,1,2022,0.87,1.35,0.14,2.07,NA,NA,518934,0,1,"Bot",NA,NA,NA,NA,663886,NA,NA,-3.98862824345765,-134.15809413062,-6.37963901273858,11.4058147278854,27.517147088019,-14.7389563676945,3.95,1.96,NA,NA,NA,91.3,2469,5.6,661269,501985,663886,458015,663697,592273,571657,502054,656413,571980,54.85,NA,NA,NA,NA,NA,NA,NA,8,3,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard",143,0,-0.088
"FF",2022-07-13,97.6,-1.88,4.78,"Judge, Aaron",592450,664747,"strikeout","swinging_strike",NA,NA,NA,NA,12,"Aaron Judge strikes out swinging.","R","R","R","NYY","CIN","S",2,"",2,2,2022,-0.19,1.34,1,3.06,NA,518934,NA,0,10,"Bot",NA,NA,NA,NA,663886,NA,NA,8.39073561518789,-142.003137130082,-2.25478955247022,-4.47127836860732,31.6593632064316,-13.6481378236901,3.95,1.93,NA,NA,NA,99.9,2627,7.5,661269,664747,663886,458015,663697,592273,571657,502054,656413,608703,53,NA,NA,0,1,0,0,NA,82,5,"4-Seam Fastball",6,6,6,6,6,6,6,6,"Standard","Standard",220,-0.108,-0.36
"FF",2022-07-13,97.9,-2.03,4.72,"Judge, Aaron",592450,664747,"","ball",NA,NA,NA,NA,12,"Aaron Judge strikes out swinging.","R","R","R","NYY","CIN","B",NA,"",1,2,2022,-0.14,1.3,1.53,4.01,NA,518934,NA,0,10,"Bot",NA,NA,NA,NA,663886,NA,NA,10.1766736044516,-142.20508149501,0.617547477312123,-4.21486345209312,32.7524797338375,-14.8824219458604,3.95,1.87,NA,NA,NA,100.1,2600,7.6,661269,664747,663886,458015,663697,592273,571657,502054,656413,608703,52.87,NA,NA,NA,NA,NA,NA,NA,82,4,"4-Seam Fastball",6,6,6,6,6,6,6,6,"Standard","Standard",219,0,0.044
"CH",2022-07-13,85.8,1.17,5.81,"Judge, Aaron",592450,501985,"","called_strike",NA,NA,NA,NA,8,"Aaron Judge called out on strikes.","R","R","L","NYY","CIN","S",NA,"",1,0,2022,1.72,0.76,0.06,2.34,NA,NA,518934,0,1,"Bot",NA,NA,NA,NA,663886,NA,NA,-5.98691789053397,-124.804024195025,-3.4595401226697,19.1558721864,23.8925932912456,-23.7191504347028,3.95,2.01,NA,NA,NA,84.6,2366,5.4,661269,501985,663886,458015,663697,592273,571657,502054,656413,571980,55.08,NA,NA,NA,NA,NA,NA,NA,8,2,"Changeup",0,1,0,1,1,0,0,1,"Standard","Strategic",125,0,-0.074
"FF",2022-07-13,91,0.98,5.92,"Judge, Aaron",592450,501985,"","ball",NA,NA,NA,NA,11,"Aaron Judge called out on strikes.","R","R","L","NYY","CIN","B",NA,"",0,0,2022,0.48,1.26,-0.25,4.22,NA,NA,518934,0,1,"Bot",NA,NA,NA,NA,663886,NA,NA,-4.05037772271959,-132.667331491627,-1.12801672266685,6.51562037488007,25.5272657279006,-17.1576734810072,3.95,1.89,NA,NA,NA,90.2,2490,5.5,661269,501985,663886,458015,663697,592273,571657,502054,656413,571980,55.03,NA,NA,NA,NA,NA,NA,NA,8,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Strategic",145,0,0.059
"FF",2022-07-13,96.5,-2.24,4.76,"Judge, Aaron",592450,664747,"","swinging_strike",NA,NA,NA,NA,9,"Aaron Judge strikes out swinging.","R","R","R","NYY","CIN","S",NA,"",1,1,2022,-0.53,1.24,0.67,2.35,NA,518934,NA,0,10,"Bot",NA,NA,NA,NA,663886,NA,NA,9.16524125981591,-140.345573477621,-3.76110563234771,-8.9701007619191,30.5500465123777,-15.0460424750545,3.95,1.93,NA,NA,NA,98.8,2509,7.5,661269,664747,663886,458015,663697,592273,571657,502054,656413,608703,52.96,NA,NA,NA,NA,NA,NA,NA,82,3,"4-Seam Fastball",6,6,6,6,6,6,6,6,"Infield shade","Standard",229,0,-0.09
"SL",2022-07-13,88.3,-2.17,4.81,"Judge, Aaron",592450,664747,"","blocked_ball",NA,NA,NA,NA,14,"Aaron Judge strikes out swinging.","R","R","R","NYY","CIN","B",NA,"",0,1,2022,0.57,0.01,1.98,0.71,NA,518934,NA,0,10,"Bot",NA,NA,NA,NA,663886,NA,NA,9.16573983866213,-128.430466666699,-4.04973871439222,4.57511404051788,24.3874453142137,-31.4677986589064,3.95,1.98,NA,NA,NA,90.9,2759,7.7,661269,664747,663886,458015,663697,592273,571657,502054,656413,608703,52.8,NA,NA,NA,NA,NA,NA,NA,82,2,"Slider",6,6,6,6,6,6,6,6,"Standard","Standard",125,0,0.047
"FF",2022-07-13,96.9,-2.08,4.75,"Judge, Aaron",592450,664747,"","called_strike",NA,NA,NA,NA,8,"Aaron Judge strikes out swinging.","R","R","R","NYY","CIN","S",NA,"",0,0,2022,-0.51,1.2,0.23,2.15,NA,518934,NA,0,10,"Bot",NA,NA,NA,NA,663886,NA,NA,7.55262220632755,-140.993698341321,-4.29949703922354,-8.41966191501347,28.8896537354467,-15.3607894070407,3.95,1.91,NA,NA,NA,99.9,2589,7.7,661269,664747,663886,458015,663697,592273,571657,502054,656413,608703,52.79,NA,NA,NA,NA,NA,NA,NA,82,1,"4-Seam Fastball",6,6,6,6,6,6,6,6,"Standard","Standard",230,0,-0.055
"SL",2022-07-12,88.4,-2.01,4.78,"Judge, Aaron",592450,664747,"strikeout","swinging_strike",NA,NA,NA,NA,13,"Aaron Judge strikes out swinging.","R","R","R","NYY","CIN","S",2,"",3,2,2022,0.36,0.04,-0.23,1.33,NA,NA,NA,0,9,"Bot",NA,NA,NA,NA,657709,NA,NA,3.70265458372418,-128.861554135768,-2.50389726522057,3.302528507187,24.9363016819713,-31.4727813608456,3.95,1.93,NA,NA,NA,90.9,2658,7.6,661262,664747,657709,458015,663697,592273,571657,502054,669222,571980,52.93,NA,NA,0,1,0,0,NA,74,6,"Slider",3,4,3,4,4,3,3,4,"Infield shift","Standard",115,-0.086,-0.299
"FF",2022-07-12,97.6,-1.94,4.71,"Judge, Aaron",592450,664747,"","ball",NA,NA,NA,NA,11,"Aaron Judge strikes out swinging.","R","R","R","NYY","CIN","B",NA,"",2,2,2022,-0.48,1.16,-1.14,3.16,NA,NA,NA,0,9,"Bot",NA,NA,NA,NA,657709,NA,NA,3.37263781320016,-142.161836056871,-1.41064137788897,-7.2724857999276,30.2241624156445,-16.190057461368,3.83,1.73,NA,NA,NA,100.4,2646,7.6,661262,664747,657709,458015,663697,592273,571657,502054,669222,571980,52.87,NA,NA,NA,NA,NA,NA,NA,74,5,"4-Seam Fastball",3,4,3,4,4,3,3,4,"Infield shift","Standard",222,0,0.103
"FF",2022-07-12,97,-1.96,4.75,"Judge, Aaron",592450,664747,"","ball",NA,NA,NA,NA,11,"Aaron Judge strikes out swinging.","R","R","R","NYY","CIN","B",NA,"",1,2,2022,-0.31,1.12,0,4.9,NA,NA,NA,0,9,"Bot",NA,NA,NA,NA,657709,NA,NA,6.07664462983801,-141.208756783429,3.43170193191194,-5.4001136020405,29.1017766972564,-18.0573599095059,3.85,1.73,NA,NA,NA,99.5,2536,7.4,661262,664747,657709,458015,663697,592273,571657,502054,669222,571980,53.06,NA,NA,NA,NA,NA,NA,NA,74,4,"4-Seam Fastball",3,4,3,4,4,3,3,4,"Infield shift","Standard",219,0,0.037
"FF",2022-07-12,98.2,-2,4.65,"Judge, Aaron",592450,664747,"","foul",NA,NA,NA,NA,4,"Aaron Judge strikes out swinging.","R","R","R","NYY","CIN","S",NA,"",1,1,2022,-0.67,1.08,-0.3,2.76,NA,NA,NA,0,9,"Bot",NA,NA,NA,NA,657709,NA,NA,6.34425998245202,-143.023508722555,-2.2529905258622,-10.6294760052548,30.9422337955656,-16.9436440275694,3.95,1.93,214,85.5,58,101.1,2459,7.7,661262,664747,657709,458015,663697,592273,571657,502054,669222,571980,52.81,NA,NA,NA,NA,NA,NA,NA,74,3,"4-Seam Fastball",3,4,3,4,4,3,3,4,"Infield shift","Standard",232,0,-0.054
"FF",2022-07-12,97.6,-1.85,4.7,"Judge, Aaron",592450,664747,"","ball",NA,NA,NA,NA,12,"Aaron Judge strikes out swinging.","R","R","R","NYY","CIN","B",NA,"",0,1,2022,-0.48,1.47,1.63,2.96,NA,NA,NA,0,9,"Bot",NA,NA,NA,NA,657709,NA,NA,10.7619073698733,-141.820264214889,-2.5986092369722,-9.00387136233771,32.8716949184717,-11.9434318548371,3.9,1.73,NA,NA,NA,100.1,2675,7.8,661262,664747,657709,458015,663697,592273,571657,502054,669222,571980,52.72,NA,NA,NA,NA,NA,NA,NA,74,2,"4-Seam Fastball",3,4,3,4,4,3,3,4,"Infield shift","Standard",212,0,0.025
"FF",2022-07-12,96.1,-2.15,4.67,"Judge, Aaron",592450,664747,"","called_strike",NA,NA,NA,NA,4,"Aaron Judge strikes out swinging.","R","R","R","NYY","CIN","S",NA,"",0,0,2022,-0.71,1.48,-0.44,2.99,NA,NA,NA,0,9,"Bot",NA,NA,NA,NA,657709,NA,NA,6.31758480230698,-139.778231701537,-2.26363743057112,-10.7108545869793,31.4073640860322,-12.4360209923621,3.9,1.75,NA,NA,NA,98.6,2590,7.7,661262,664747,657709,458015,663697,592273,571657,502054,669222,571980,52.82,NA,NA,NA,NA,NA,NA,NA,74,1,"4-Seam Fastball",3,4,3,4,4,3,3,4,"Infield shift","Standard",226,0,-0.034
"KC",2022-07-10,77.6,-1.34,6.75,"Judge, Aaron",592450,601713,"strikeout","called_strike",NA,NA,NA,NA,2,"Aaron Judge called out on strikes.","R","R","R","BOS","NYY","S",2,"",1,2,2022,0.73,-1.34,0.2,3.75,NA,NA,518934,2,2,"Top",NA,NA,NA,NA,543877,NA,NA,1.94988279272076,-112.990092069664,2.99287013046831,5.9013161573593,21.5502005122939,-44.3725063381979,3.78,1.79,NA,NA,NA,77.8,2494,6.5,663232,601713,543877,614173,596115,666915,593428,657077,680776,598265,54.01,NA,NA,0,1,0,0,NA,14,4,"Knuckle Curve",0,4,4,0,4,0,4,0,"Standard","Standard",22,0.011,-0.158
"FF",2022-07-10,93.7,-1.31,6.73,"Judge, Aaron",592450,601713,"","swinging_strike",NA,NA,NA,NA,2,"Aaron Judge called out on strikes.","R","R","R","BOS","NYY","S",NA,"",1,1,2022,-0.28,1.67,0.22,3.88,NA,NA,518934,2,2,"Top",NA,NA,NA,NA,543877,NA,NA,4.63291631181547,-136.353461797904,-5.38006426793228,-4.51277471490965,30.4340568798747,-10.316858042111,3.97,1.93,NA,NA,NA,94.8,2343,6.9,663232,601713,543877,614173,596115,666915,593428,657077,680776,598265,53.55,NA,NA,NA,NA,NA,NA,NA,14,3,"4-Seam Fastball",0,4,4,0,4,0,4,0,"Infield shift","Standard",195,0,-0.051
"FC",2022-07-10,84.8,-1.57,6.74,"Judge, Aaron",592450,601713,"","called_strike",NA,NA,NA,NA,2,"Aaron Judge called out on strikes.","R","R","R","BOS","NYY","S",NA,"",1,0,2022,0.56,0.43,-0.04,3.2,NA,NA,518934,2,2,"Top",NA,NA,NA,NA,543877,NA,NA,2.484888741692,-123.615591706124,-2.88966365994943,5.33204782837397,22.4616768301412,-27.3527345833252,3.75,1.95,NA,NA,NA,85.8,2160,6.7,663232,601713,543877,614173,596115,666915,593428,657077,680776,598265,53.84,NA,NA,NA,NA,NA,NA,NA,14,2,"Cutter",0,4,4,0,4,0,4,0,"Infield shift","Standard",143,0,-0.041
"FC",2022-07-10,85.6,-1.48,6.59,"Judge, Aaron",592450,601713,"","ball",NA,NA,NA,NA,14,"Aaron Judge called out on strikes.","R","R","R","BOS","NYY","B",NA,"",0,0,2022,0.52,0.51,1.15,2.16,NA,NA,518934,2,2,"Top",NA,NA,NA,NA,543877,NA,NA,5.21634130560216,-124.615997075305,-5.33902309051734,4.48282663341925,22.4286957376593,-25.9809776857507,3.81,1.86,NA,NA,NA,86.8,2244,6.8,663232,601713,543877,614173,596115,666915,593428,657077,680776,598265,53.7,NA,NA,NA,NA,NA,NA,NA,14,1,"Cutter",0,4,4,0,4,0,4,0,"Infield shift","Standard",143,0,0.032
"FS",2022-07-10,92.8,-1.66,5.58,"Judge, Aaron",592450,617228,"field_out","hit_into_play",NA,NA,NA,NA,8,"Aaron Judge grounds out, third baseman Jeter Downs to first baseman Bobby Dalbec.","R","R","R","BOS","NYY","X",5,"ground_ball",2,2,2022,-0.76,0.4,0.27,1.93,NA,NA,NA,0,7,"Top",101.85,162.07,NA,NA,543877,NA,NA,6.58760626706545,-135.045621106873,-4.47209440078748,-10.687684045179,27.1245121720462,-26.4962844578403,3.97,1.93,30,97.5,-2,93.3,1440,6.4,663232,617228,543877,666915,596115,669023,593428,657077,608701,614173,54.12,0.34,0.326,0,1,0,0,2,58,5,"Split-Finger",7,6,6,7,6,7,6,7,"Standard","Standard",228,0.043,-0.195
"SL",2022-07-10,86.8,-1.8,5.56,"Judge, Aaron",592450,617228,"","foul",NA,NA,NA,NA,1,"Aaron Judge grounds out, third baseman Jeter Downs to first baseman Bobby Dalbec.","R","R","R","BOS","NYY","S",NA,"",2,1,2022,0.05,0.56,-0.8,3.89,NA,NA,NA,0,7,"Top",NA,NA,NA,NA,543877,NA,NA,2.29096725409999,-126.392035850218,1.05131358879196,0.0248151488479394,26.9922367720323,-26.6201657317318,3.97,1.93,205,66.3,52,86.7,2316,6.3,663232,617228,543877,666915,596115,669023,593428,657077,608701,614173,54.2,NA,NA,NA,NA,NA,NA,NA,58,4,"Slider",7,6,6,7,6,7,6,7,"Standard","Standard",101,0,-0.066
"FF",2022-07-10,96.3,-1.76,5.61,"Judge, Aaron",592450,617228,"","called_strike",NA,NA,NA,NA,8,"Aaron Judge grounds out, third baseman Jeter Downs to first baseman Bobby Dalbec.","R","R","R","BOS","NYY","S",NA,"",2,0,2022,-0.89,1.32,-0.15,2.12,NA,NA,NA,0,7,"Top",NA,NA,NA,NA,543877,NA,NA,6.29572668812866,-139.96507750865,-6.68957570667677,-13.1194845367306,31.3047835513206,-13.4843798456871,3.83,1.87,NA,NA,NA,96.4,2197,6.4,663232,617228,543877,666915,596115,669023,593428,657077,608701,614173,54.1,NA,NA,NA,NA,NA,NA,NA,58,3,"4-Seam Fastball",7,6,6,7,6,7,6,7,"Standard","Standard",215,0,-0.056
